position,positionLabel,country,countryLabel,jurisdiction,jurisdictionLabel,inception,abolished,predecessor,predecessorLabel,successor,successorLabel,deputy,deputyLabel,list,listLabel
Q114606335,Minister of Popular Power for Housing and Habitat,,,Q717,Venezuela,,,,,,,,,,
Q114606345,"Minister of Popular Power for Interior, Justice and Peace",,,Q717,Venezuela,,,,,,,,,,
Q114606356,Minister of Ground Transport,,,Q717,Venezuela,,,,,,,,,,
Q114606369,Minister of Popular Power for Ecosocialism,,,Q717,Venezuela,,,,,,,,,,
Q114606382,Minister of Popular Power for Labour and Social Security,,,Q717,Venezuela,,,,,,,,,,
Q114606392,Minister of Popular Power for Corrections,,,Q717,Venezuela,,,,,,,,,,
Q114606400,Minister of Popular Power for Tourism,,,Q717,Venezuela,,,,,,,,,,
Q114606437,"Minister of Popular Power for University Education, Science and Technology",,,Q717,Venezuela,,,,,,,,,,
Q114606446,Minister of Popular Power for Culture,,,Q717,Venezuela,,,,,,,,,,
Q114606460,Minister of Popular Power for Science and Technology,,,Q717,Venezuela,,,,,,,,,,
Q114606478,Minister of Electrical Power of Venezuela,,,Q717,Venezuela,,,,,,,,,,
Q114606486,Minister of Popular Power for Youth and Sports,,,Q717,Venezuela,,,,,,,,,,
Q114606493,Minister of Popular Power for Women and Gender Equality,,,Q717,Venezuela,,,,,,,,,,
Q114606504,Minister of Popular Power for Health,,,Q717,Venezuela,,,,,,,,,,
Q114606511,Minister of Popular Power for Communities and Social Movements,,,Q717,Venezuela,,,,,,,,,,
Q114606519,Minister of Popular Power for Indigenous Peoples,,,Q717,Venezuela,,,,,,,,,,
Q114606534,Minister of Popular Power of Urban Agriculture,Q717,Venezuela,Q717,Venezuela,,,,,,,,,,
Q114606583,Minister of Popular Power for Commerce,Q717,Venezuela,Q717,Venezuela,,,,,,,,,,
Q114606615,Minister of Popular Power for Water,Q717,Venezuela,Q717,Venezuela,,,,,,,,,,
Q114609897,ambassador of Venezuela to Argentina,,,,,,,,,,,,,,
Q114609923,Governor of Monagas,,,Q205776,Monagas,,,,,,,,,,
Q114609939,Governor of Delta Amacuro,,,Q201137,Delta Amacuro,,,,,,,,,,
Q114609974,Governor of Miranda,,,Q191174,Miranda,,,,,,,,,,
Q115681402,ambassador of Venezuela to the Holy See,,,,,,,,,,,,,,
